description	level_1
味味一品牛筋麵*3入	泡麵罐頭
宅寵喵樂加大聚寶盆貓	寵物
客訂乾貨食品	其他消費
TH-菜米-沙爹-雞胸	餐飲消費
PVC平土帆 白	生活百貨
香水室內擴香	居家清潔
汕頭泉成	寵物
古衣	其他消費
外-莊園拿鐵(L)	餐飲消費
364260@紐西蘭奇異果18 /粒	飲料沖泡
木造型吸鐵-鯨魚1	傢俱寢飾
八方雲集， 鍋貼.水餃， 特價品	冷凍食品
買方支付運費	其他消費
【Kamera 佳美能】Kamera Type-C To Lightning 轉接頭 二入組(Type-C 轉 Lightning / 蘋果 IOS APPLE)	3C電子/配件
極細魔擦筆芯-三	生活百貨
小鶇雜貨社橡實鑰匙圈/ 葉子款/ 多色	生活百貨
[換貨]瑞特血糖試紙 GS260 50s	其他消費
圓干貝	生鮮冷藏
享味食光袋麵-雞汁風味5入	泡麵罐頭
MH盒 凱蒂貓美樂蒂(4入	戶外休閒
督伯丁莫瑞2007原酒威士忌禮盒700ml	菸/酒
開票手續費(真女人美容．美胸．美體)	生活百貨
梅花鄉素蘿蔔糕	生鮮冷藏
檸檬塔80元	餐飲消費
陶瓷製品清潔劑	居家清潔
(免運現貨) 日本精密 迷你耳溫槍 NISSEI 耳溫槍 MT30CP 正公司保固2年	小家電專區
炸牛肉起士三明治	生鮮冷藏
托斯卡尼蛤蠣義大利麵(清炒醬)	食品雜貨
買一送一【MIT】護理級100%防水	餐飲消費
D0010	生活百貨
胖胖果	零食點心
802771@美國冷藏安格斯板腱燒烤片25	生鮮冷藏
牛排麵	冷凍食品
外課學費	書籍
US Bamboo Phone Grip Con19	3C電子/配件
代收-寶寶肌蕾絲平口‧爆料手捧杯‧無鋼圈集中爆乳內衣(黑) nana magic 內衣推薦	服飾與配件精品
【AndyBedding】MIT鋪棉刮青竹蓆床墊-單人加大3.5尺(靜謐黑采)	傢俱寢飾
!C理膚寶水-多容安極效舒緩修護精華乳-潤澤40ml	美容沐浴
艾森絲-特效英雄防水睫毛膏	美容沐浴
43476055 Fleece立領上衣-童 (灰藍 - 150)	服飾與配件精品
日本製造inomata可彎曲薄砧板4片裝	小家電專區
雄獅 #88簽字筆( 藍 )	生活百貨
804460@祕魯綠葡萄/KG	零食點心
【NIKE 耐吉】AIR FORCE 1 07 LV8 3M 男 休閒鞋 白(CT2299100)	服飾與配件精品
中華甜愛玉150g盒4入	其他消費
天廚-麻婆豆腐醬200g-網	食品雜貨
靠得住 超薄潔淨護墊沐浴清新 23片 6包入	美容沐浴
翰林國小 學習卷生活一(上)	書籍
調味蔥花	餐飲消費
Ｑ３寬心園－養生蕈菇	飲料沖泡
【格琳生活館】K9Pro Plus自動測溫感應消毒機 高溫警報 酒精噴霧機(1200ml大容量)	其他消費
【IN7】瘋馬紋 ASUS ZenFone6 ZS630KL 6.3吋 錢包式 磁扣側掀PU皮套(吊飾孔 插卡皮套)	其他消費
寶拉珍選 C15抗老淨白強化精萃20ml	其他消費
雙層隔熱玻璃杯	鍋具.廚具.濾水
柔蝶天然絲瓜洗面乳	美容沐浴
呦皮超值組合餐４３２ｇ	零食點心
【MOBIL 美孚】ESP Formula 5W-30 SN 機油保養套餐(車麗屋 含專業施工-送機油精 200ml)	交通
冬瓜茶冰沙	餐飲消費
荔枝蜜桃冰沙	餐飲消費
9 30cc 噴瓶	美容沐浴
2.5oz_文山包種茶	飲料沖泡
鼓椒里肌炒河	餐飲消費
梅女脆梅	零食點心
美舒律金萱茶香5	飲料沖泡
鑷子          尖	生活百貨
東妮/La mode寢飾/Elizabeth香氛(8折)	傢俱寢飾
ABS 炫彩幻澤眼影-AEAS03	美容沐浴
3M 雙面膠帶超強	生活百貨
大蒜薯條	餐飲消費
套餐-勁辣鷄腿堡 Spicy Chicken Filet Burger Meal 2021-05-13 q6zl-zg22	餐飲消費
第97標 膠原蛋白複方粉 1瓶 195元	美容沐浴
六號星球shot(6杯)	戶外休閒
高露潔3D音波黑炭極淨電動牙刷	小家電專區
"""優生""嬰兒柔濕巾(超厚型) 80抽"	嬰幼兒與孕婦
AMC會員85折優惠票(假日第二場)	餐飲消費
可愛束口袋-鐵塔	生活百貨
法國【Dolce】感統玩偶-冒險王吉布拉	其他消費
E050088782大腦解鎖：史丹佛頂尖學者裘．波勒以最新腦科學推動學習革命 (電子書)	書籍
628863@鹹蛋糕/條(A)	生鮮冷藏
雙人經濟B 2021-07-19 dwjx-jub5	3C電子/配件
Stone Washed Tee - 軍綠 / S	戶外休閒
杉林溪金萱	飲料沖泡
麵包學	書籍
裝飾貼紙(法鬥放課	生活百貨
富貴蝦球 小	其他消費
焗烤白醬義大利麵	冷凍食品
赫緻健康糧-草飼牛100g	寵物
檸檬薄餅-健康日誌	零食點心
清蒸海鮮	餐飲消費
霜江紅茶(L)	飲料沖泡
ACDelco歐系軟骨VOLVO系列專用雨刷組(26+20吋)	交通
小美四季青	其他消費
22 高麗菜	食品雜貨
美祿冰	餐飲消費
DHA魚油600膠囊食品	食品雜貨
【台灣現貨秒出】仙女暖暖褲仙女褲 刷毛褲 保暖休閒褲 珊瑚絨 睡褲 睡衣 保暖長褲 內睡衣 秋冬睡褲 居家服 情侶褲	服飾與配件精品
蠟筆小新成人室內蓆拖-紅23	服飾與配件精品
積木藍	戶外休閒
歐克麵包220g(欣馨)M	生鮮冷藏
鮮橙綠多多	餐飲消費
統一好勁道-千羽拉麵320g-箱	食品雜貨
PILOT 0.5二色按鍵摩擦筆(黑紅)-銀 #LKFB-40EF-S	生活百貨
Five Dates	餐飲消費
3M DS02替換濾心2入特惠組	鍋具.廚具.濾水
泰山純水 1500ml*3 2021-09-02 f6oe-a4o9	飲料沖泡
黃金豬寶盒-1	餐飲消費
義大利麵醬－－香濃白醬４２５Ｇ	食品雜貨
帳戶提領手續費	其他消費
菠蘿肉脯	餐飲消費
乾濕兩用 正版卡通授權 HelloKitty  室內拖鞋 浴室拖鞋 防水防滑拖鞋	其他消費
車用尿素溶液	交通
綠茶豆干	生鮮冷藏
豪鎂SALTLIFE鹽夢工場， 燈飾， 八折品	其他消費
蒂沐蝶抗菌植萃洗手露水漾微風 335g	美容沐浴
12L折疊水桶	居家清潔
20元可樂果山葵	零食點心
去味大師消臭劑-鞋櫃專用	居家清潔
洗車有卷	交通
鬼匠拉麵(昆陽店)兌換券	泡麵罐頭
二杯袋 Plastic Bag for Two Cup	戶外休閒
星空包裝盒*4	生活百貨
Ergobaby Omni全階段四式360透氣款-牛仔藍	嬰幼兒與孕婦
仙凍綠茶拿鐵	飲料沖泡
原味豆花	生鮮冷藏
它ＰＡ灣仔碼頭辣子雞	零食點心
向台花東縱谷競賽米(一等) 1kg/包	食品雜貨
精實服務	其他消費
代收-《企鵝家族Pingu》日貨_貼布繡-PINGU大臉	生活百貨
精品高蒸架16.5CM小	鍋具.廚具.濾水
(優)咖啡歐蕾-外帶320ML	餐飲消費
海龍王黑芝麻糕	零食點心
14001297540【唯蜜色】冰絲薄款舒適睡衣短袖居家兩件套 粉色	服飾與配件精品
韓尚宮海苔酥(原味)[40g]	零食點心
蒂巴蕾清涼透風防曬裙-黑	美容沐浴
青菜山茼蒿炒薑絲	食品雜貨
法式早餐	餐飲消費
綜合吐司邊(大)	其他消費
沙拉碗紅燒牛腩	餐飲消費
假日午餐成人	餐飲消費
代收代付 - 角落生物細長款橡皮擦v2- Norns 正版角落小夥伴 文具 塑膠擦	生活百貨
掛勾 車用椅背 雙掛勾 不銹鋼 掛鉤 掛鈎 單個 台灣公司附發票 汽車 車用 金屬掛勾 掛勾 URS	傢俱寢飾
Uber-北海道名物特盛	其他消費
【有品】台灣現貨 鞋櫃 黑色 多規格 收納 鞋架 PP樹脂 磨砂門 組合鞋櫃 12-36雙 簡易鞋架 組裝鞋櫃 送掛勾	居家傢俱
檸檬火龍果(大)	零食點心
6件套拉伸矽膠立體保鮮蓋 防漏蓋保鮮膜	鍋具.廚具.濾水
創客創業導師程天縱的職場力解析職場的人與事，提升工作與管理績效的34條建言	書籍
招牌鍋貼 2021-05-29 d7he-it0n	鍋具.廚具.濾水
MOTECH  獨家專利晶霧貼系列-經典款- iPhone X/XS/11PRO	戶外休閒
雲絲頓藍20支	其他消費
和榮意古早味鹹豬肉	生鮮冷藏
E48P-01 亮妍美白粉餅粉撲	美容沐浴
磁性按摩板擦	生活百貨
王樣免洗劑棉-方	其他消費
(大)老鼎旺牛肉銷魂麵	泡麵罐頭
東興冰塊 600g 2021-03-20 d0hh-kjlk	其他消費
干貝燴時蔬	餐飲消費
味全蒜蓉醬200g-箱*12入	食品雜貨
味丹多喝水 5800cc	飲料沖泡
69小五金	生活百貨
綜合B群口含錠	食品雜貨
甜蜜蜜蜂蜜羅望子蜜餞	零食點心
Combi Pro360 高效烘乾消毒鍋(寧靜灰) -	小家電專區
美式咖啡(內	其他消費
酸菜燉鴨湯	生鮮冷藏
滿意褲型/輕巧褲/XL38片(DP)	嬰幼兒與孕婦
三菱環保電池4號	生活百貨
水耕蔬菜	戶外休閒
BF Adult	生活百貨
Elleair芯香捲筒	生活百貨
貓乾糧--鮪魚口味	寵物
法布甜法式玫瑰檸檬塔	零食點心
《台灣公司貨附發票》不鏽鋼304鐵鉤材質無痕掛勾使用環保膠高負重可貼水泥牆木牆等微粗糙表面另售不鏽鋼置物架無痕掛鈎	生活百貨
代收代付 - 【Lassley蕾絲妮】多功能多隔層斜跨單肩背包	戶外休閒
原味蔥花捲	生鮮冷藏
110-2 Zumba Party(二)19:30	其他消費
蒸爽犬餐罐-能量免疫力80g	寵物
台灣紅龍果(白肉)	生鮮冷藏
旅人．中腰三角內褲	服飾與配件精品
紫御地瓜	餐飲消費
輕食 100	餐飲消費
【設計所在】韓版百搭中長版套頭V領背心無袖外套(S-L可選)	服飾與配件精品
安眠森林．交叉美臀中腰三角內褲	服飾與配件精品
百威啤酒500ml/12入	菸/酒
Leten 猛禽 3x7頻防水靜音前列腺鎖精按摩器-高手級002	3C電子/配件
陳氏梅	零食點心
銀座杏子豬排 UB	生鮮冷藏
好時巧珍珠黑巧克力	零食點心
芊柔清除腸病毒濕紙巾10片	居家清潔
E002504	生活百貨
台灣溫室彩椒	食品雜貨
Cute Cartoon Panda Icon Pack	生活百貨
哭貓	寵物
紅茶黑珍奶	飲料沖泡
豆乳紅茶	飲料沖泡
藍寶馬香煙7mg-包	菸/酒
代收-日本 Palnart Poc- Gift Box Small 禮物盒 小 Others 其他飾品  PKG002	其他消費
凱鴻餐飲	餐飲消費
Panasonic 變頻微電腦微波爐 - NNSF564	小家電專區
香港久興 羞羞哒10頻点潮筆 按摩棒 自慰 跳蛋 情趣 矛盾大對決	生活百貨
菜腑包	戶外休閒
代收代付 - 神奇柑仔店10：順風耳軟糖的報應【城邦讀書花園】	零食點心
辣味噌排骨麵套餐 2021-09-07 q4zt-oxaa	泡麵罐頭
甜蜜蜜	餐飲消費
海 鮮 燴 飯	餐飲消費
三花紫色手套 M	嬰幼兒與孕婦
總匯組合餐	餐飲消費
[tidy house]免運 簡約澄亮可自由堆疊三層收納櫃/抽屜整理箱/小純白收納箱/置物櫃/置物盒	傢俱寢飾
UHOO 6617橫式證件卡30	生活百貨
交通車費用	其他消費
統一飲冰室茶集－紅奶茶４００ｍｌ	生鮮冷藏
(富代)2杯座100入	生活百貨
R6NN黑3號16入收縮	其他消費
葛莉思狗罐頭牛肉	寵物
瑪榭萊卡透氣襪男	服飾與配件精品
超強珪藻土拼貼除濕墊	生活百貨
原價.昆布	食品雜貨
印度奶茶Milk Tea (熱Hot)	飲料沖泡
六入優惠組	餐飲消費
【石澤研究所】毛穴撫子-角質對策洗顏粉(100g)	美容沐浴
紅茶餅	生鮮冷藏
黃金潛艇堡(起士)*10入	餐飲消費
晴天開心賓果對對樂	零食點心
勳風USB充電蚊拍	小家電專區
毛筆書法入門-描紅教材練習簿	書籍
泡樂茶樹洗碗	居家清潔
韓式泡菜P	餐飲消費
【香港免運】貓族｜體驗大禮包	戶外休閒
【Kao 花王】抗菌高效潔淨洗碗精240ml(高效去油漬)	居家清潔
FEJKA art plant 18 in/out/Box ball shpd 2102 AP	3C電子/配件
代收-(夏拼more年中慶) HS 閃鑽領帶衣 典雅杏	戶外休閒
本色A3環保切割墊	生活百貨
【水龍頭雜物置物架】廚房創意瀝水置物架 水龍頭架子 抹布收納架 不銹鋼洗碗布 整理架 水龍頭置物架	鍋具.廚具.濾水
場地清潔費	交通
魔擦筆 按鍵式 LFBK-23EF-B 0.5 淺藍	生活百貨
公園裡的小妖怪：隱形尿尿小童	其他消費
SHELL HELIX ULTRA 0W/30#61491-中標.紅罐	其他消費
【PHYSIOGEL 潔美淨】層脂質調理卸妝水(200ml)	美容沐浴
黑烏龍茶拿鐵	飲料沖泡
邏輯學講義	書籍
新驛統火鍋麵　200g3入	泡麵罐頭
創意學畫畫	書籍
『免運』防狼警報器 24H出貨 台灣現貨【矮胖老闆】防身警報器 充電式高分貝 防狼 防盜鈴 防走失 防身工具 防身	其他消費
Surf boardshort court 100 Square Blue XL	生活百貨
正哲厚味起士海苔207G	零食點心
污魯沐潔鋼鑽菜瓜布	居家清潔
驅塵氏除塵紙(乾)	居家清潔
【enjoylife 熊圓】角落小夥伴踏墊(正版授權 角落生物 踏墊 地墊 門前墊 室內室外 防滑吸水)	傢俱寢飾
AC_遊戲套件/UP 黑框 磁吸卡夾	戶外休閒
磨砂西點袋春之鳴100入	其他消費
可爾必思 去冰	飲料沖泡
18K田字練字本	書籍
T36152  50ml乳液瓶	美容沐浴
W2四季春青茶	飲料沖泡
雙-蔓紋大悲/正/藍110張	其他消費
【日本 火箭石鹼】藥用泡泡洗手乳補充包1000ml	嬰幼兒與孕婦
思樂冰大杯-沙士	餐飲消費
巴斯克蛋糕草莓奶霜	生鮮冷藏
碧蓮萬用去漬霸  900g	居家清潔
【PLAYBOY】萬用包附鍊帶/手挽帶 N-Natty蛻變系列(咖色)	戶外休閒
洗澡沐浴刷(19)矽膠搓澡巾 矽膠搓背 搓澡神器 搓背神器 沐浴巾 洗澡巾 搓澡巾 搓背 搓澡 沐浴刷	美容沐浴
台灣出貨空氣細化氣 奈米氣泡盤 氣泡盤 溶氧器 氣泡石 細化器 高溶氧奈米氣泡石/打氣機	其他消費
【居家清潔】收納多用途洗衣板(洗衣板 隔熱墊 防燙墊)	生活百貨
舒適牌 舒芙仕女除毛刀(乾燥肌用)1刀把2刀片	美容沐浴
蔥花蛋捲餅	生鮮冷藏
培根丹麥	餐飲消費
開票手續費(春沐莊園美學館)	生活百貨
免洗餐具組 Disposable Tableware	鍋具.廚具.濾水
怡麗絲爾淨白 柔膚乳T 1	美容沐浴
兩根槍管 DVD (Lock, Stock and Two Smoking Barrels)傑森·佛萊明 戴克斯特·佛萊契 尼克·莫蘭 傑森·史塔森 斯蒂文·麥金托什 維尼·瓊斯 史汀	戶外休閒
男公關白皮書 (2)	戶外休閒
《天然磨坊》田野粗糧野菜燕麥粥	其他消費
除蟑除蟻藥專用御飯糰餌劑盒加購組(空-6入裝)所有餌膠都可用	居家清潔
美國KampH可摺疊式圍邊窗邊貓吊床睡窩	傢俱寢飾
日本ZIG自來水筆/長桿/中	生活百貨
Other sales	其他消費
橡皮擦易拭型(小)ZEL-05 百點	生活百貨
臀肉心	寵物
台灣紅豆	食品雜貨
迪士尼水晶貼指甲剪-三眼怪	美容沐浴
飛龍pos-t 30cc 顏料-螢綠	生活百貨
鳳李冰	餐飲消費
福商勝皮蛋	生鮮冷藏
紅葡萄柚綠	餐飲消費
35元文具	生活百貨
第20標 ADF波森莓酵素益生菌	其他消費
國中翰林試題寶典公民一下（109學年）	書籍
【蒂芙】電動胡椒研磨器(ZX-D06)	小家電專區
描圖紙95P4K	生活百貨
采粧拆線眉筆 -淺咖啡 207	美容沐浴
小水晶馬桶刷218	居家清潔
【Prawear 巴麗維亞】多款任選(頂級100%天絲單/雙/加大床包或涼被任選)	其他消費
AP鉛筆延長器  素描.色鉛	生活百貨
外)嫩雞腿蓋飯	餐飲消費
果粒多蜜桃300	其他消費
不二家 娃娃巧克力24g	零食點心
淨壁寶	居家清潔
生鮮冷凍品一批(2272051)	其他消費
35mm孔徑110度入柱櫥櫃鉸鍊	生活百貨
WL-3057 索引片  華麗	生活百貨
好心情蛋型香膏-蜜桃	居家清潔
高麗菜封	生活百貨
25文具	生活百貨
味王紅燒牛肉碗麵８８Ｇ	泡麵罐頭
UA1345 強力磁鐵(15*10mm)	生活百貨
麻辣涼粉	食品雜貨
(W店)美亞耐磨不沾鍋深炒鍋30CM	鍋具.廚具.濾水
雞里肌單點	餐飲消費
!青檸薄荷-me淨澈氣息口香噴劑	美容沐浴
小波卡-海苔 0935	零食點心
汽百用品類 (特販品)	生活百貨
DR.WU 玻尿酸保濕水凝露50ML	美容沐浴
黑龍秋菊黑豆蔭油(清)400cc/12瓶	食品雜貨
臨時停車清潔費	交通
手造麻糬-綠茶 6粒	生鮮冷藏
盛香珍南瓜子150g*10入	零食點心
摩卡咖啡-熱(中)	飲料沖泡
◎妙管家氯漂漂白水(加侖桶)	居家清潔
小牛津 唐詩成語點讀寶盒	書籍
813734@富統鐵路排骨800G/盒	生鮮冷藏
Lenovo Legion Phone Duel (16G/512G) 6.65吋首創中置彈出前鏡超狂革命性電競手機-網	3C電子/配件
娜歐蜜紮實棉棒200入	居家清潔
滿意極上呵護輕巧褲L36片*4	嬰幼兒與孕婦
台鳳龍鳳果22	零食點心
究好豬 - 五花肉條600g	冷凍食品
鮮橙汁	食品雜貨
噴霧器腳架	戶外休閒
花東晚崙西亞香丁果茶醬	飲料沖泡
蹣不住激洗被	傢俱寢飾
裸鼠運輸紙箱(1個CAGE)	其他消費
那堤 2021-07-21 u7ax-gweq	餐飲消費
大乾麵蔥燒牛肉(包)*30入	寵物
幼兒	嬰幼兒與孕婦
味增御露	食品雜貨
City of Broken Dreamers	其他消費
東興冰塊 600g 2021-02-27 f6lu-kqjm	生活百貨
HTC U20 5G_曜岩黑_256G	3C電子/配件
總折價	交通
代收代付 - ASICS GEL-CONTEND 7 4E寬楦慢跑鞋 深藍灰 1011B040-40	服飾與配件精品
3034中缽碗-黑紅	鍋具.廚具.濾水
小米藍牙耳機Redmi AirDots超值版 通用硅膠套	3C電子/配件
A級茶葉-半斤	戶外休閒
寶拉珍選 抗老化修護菁華乳50ml	美容沐浴
馥列白 2021-10-02 f9yg-zfi1	其他消費
飛盤DSoft－恐龍款	戶外休閒
【舒適牌】福音戰士 聯名款 水次元5刮鬍刀1刀把 2刀片 初號機限量版	美容沐浴
花邊剪刀(鋸齒狀) 徠福 2001	生活百貨
(現貨特價)療癒舒壓葡萄球 小波水球 發洩捏捏樂 搞怪創意水球 發泄葡萄球 創意玩 雞蛋 咪咪球 發泄葡萄球	戶外休閒
妙奇貓罐(純鮪魚+柴魚)85g	寵物
炸海鮮捲	餐飲消費
古吉	飲料沖泡
青梅果	其他消費
【CHING'S實拍】坑條棉高腰喇叭開衩造型休閒褲 3色 女裝 韓系 褲子 開衩褲 落地褲 棉褲 涼感褲	服飾與配件精品
里肌火鍋肉片特價	冷凍食品
(日本 IRODORI 一路多利) 品牌 休閒 帆布收納袋	戶外休閒
波士頓中烘焙咖啡豆	飲料沖泡
17285-132-102-06- 童裝SANRIO印花T恤	其他消費
蟠桃 US	其他消費
調酒NO.2搭餐	菸/酒
文青風束口袋小藍	服飾與配件精品
代收代付 - 曬衣架 吊衣架 衣帽架【H0116】芭娜娜簡約掛衣架(2色) MIT台灣製 完美主義	生活百貨
福康手感刀削麵900g	鍋具.廚具.濾水
德昌滷肉豆乾 115g 2021-03-30 e6cp-1akf	零食點心
遊戲拼圖-數字認知	戶外休閒
S2021010500189租金	戶外休閒
【L’OREAL 萊雅專業】絲漾博洗髮精全系列 1500ml(多款任選)	美容沐浴
烏龍青冰-L	餐飲消費
350愛神之語日拋隱形眼鏡10片裝琥珀星球_Canell Ambe	美容沐浴
宅配貨到付款-只適合用於宅配(訂單加收$30元代收費)	書籍
魔幻卡拉瓦2：骨白色的王子	3C電子/配件
代收代付 - 全套5款【日本正版】精靈寶可夢 公仔 關都篇 扭蛋 轉蛋 神奇寶貝 BANDAI 萬代	3C電子/配件
(NT)立頓英式奶茶535ml	飲料沖泡
【NIKE】Air VaporMax 2020 FK 男慢跑鞋(CJ6740002)	服飾與配件精品
洗衣袋 洗衣網 內衣洗衣袋 洗衣袋 加厚升級洗衣袋 洗衣袋組【台灣現貨滿額免運】關注我們現領折價卷 艾尚好購物	生活百貨
浴室掛架衣服夾子【小麥購物】24H出貨台灣現貨【Y017】旅行便攜式布藝衣架 旅行折疊衣架 旅行衣架 衣架 收納衣架	生活百貨
櫃體修改/每一單元件	其他消費
15W事務紙膠帶 /  遮蔽ㄅㄆㄇ	生活百貨
【艾瑞森】高品質 台灣製 透明膠帶 H031 膠帶 18mm*40y 無痕膠 壓克力膠帶 無痕貼 強力膠帶 雙面膠 膠水	生活百貨
愛之味多纖微礦麥	食品雜貨
生蠔 南非	生鮮冷藏
Coffee Talk - Artbook	3C電子/配件
柴香冬瓜青茶	飲料沖泡
平日成人自助午餐	餐飲消費
60 金絲楓葉	生活百貨
醒膚前導精華露 - 100ml	美容沐浴
保冷保溫束口提袋-圓點	生活百貨
LG Velvet LMG900EMW 白	3C電子/配件
嫩五花牛-	餐飲消費
French fries 薯條	餐飲消費
IQ Cat 聰明貓乾糧 - 鮪魚口味 5kg-網	寵物
泡菜雞腿煲	泡麵罐頭
兒童營養鐵嚼片　　　　　　　	食品雜貨
